title,year,user_tags,reviews,author,plot,poster
The Witches,1990,"Adventure, Comedy, Family","[{'source': 'Internet Movie Database', 'value': '6.8/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '78/100'}]",Nicolas Roeg,"A young boy stumbles onto a witch convention and must stop them, even after he has been turned into a mouse.",The_Witches.jpg
The Wizard of Oz,1939,"Adventure, Family, Fantasy","[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '98%'}, {'source': 'Metacritic', 'value': '92/100'}]","Victor Fleming, King Vidor","Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others...",The_Wizard_of_Oz.jpg
There Will Be Blood,2007,Drama,"[{'source': 'Internet Movie Database', 'value': '8.2/10'}, {'source': 'Rotten Tomatoes', 'value': '91%'}, {'source': 'Metacritic', 'value': '93/100'}]",Paul Thomas Anderson,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",There_Will_Be_Blood.jpg
"Three Billboards Outside Ebbing, Missouri",2017,"Comedy, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '8.1/10'}, {'source': 'Rotten Tomatoes', 'value': '90%'}, {'source': 'Metacritic', 'value': '88/100'}]",Martin McDonagh,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,Three_Billboards_Outside_Ebbing_Missouri.jpg
To Kill a Mockingbird,1962,"Crime, Drama","[{'source': 'Internet Movie Database', 'value': '8.3/10'}, {'source': 'Rotten Tomatoes', 'value': '93%'}, {'source': 'Metacritic', 'value': '88/100'}]",Robert Mulligan,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,To_Kill_a_Mockingbird.jpg
Tomorrowland,2015,"Action, Adventure, Family","[{'source': 'Internet Movie Database', 'value': '6.4/10'}, {'source': 'Rotten Tomatoes', 'value': '49%'}, {'source': 'Metacritic', 'value': '60/100'}]",Brad Bird,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",Tomorrowland.jpg
Train to Busan,2016,"Action, Horror, Thriller","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '95%'}, {'source': 'Metacritic', 'value': '73/100'}]",Yeon Sang-ho,"While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.",Train_to_Busan.jpg
Unforgiven,1992,"Drama, Western","[{'source': 'Internet Movie Database', 'value': '8.2/10'}, {'source': 'Rotten Tomatoes', 'value': '96%'}, {'source': 'Metacritic', 'value': '85/100'}]",Clint Eastwood,Retired Old West gunslinger Will Munny reluctantly takes on one last job to avenge an injustice with the help of his old partner and a newer outlaw known simply as The Schofield Kid.,Unforgiven.jpg
Walk the Line,2005,"Biography, Drama, Music","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '83%'}, {'source': 'Metacritic', 'value': '72/100'}]",James Mangold,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",Walk_the_Line.jpg
Whisper of the Heart,1995,"Animation, Drama, Family","[{'source': 'Internet Movie Database', 'value': '7.8/10'}, {'source': 'Rotten Tomatoes', 'value': '95%'}, {'source': 'Metacritic', 'value': '75/100'}]",Yoshifumi Kondô,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.",Whisper_of_the_Heart.jpg
Your Name,2015,Short,"[{'source': 'Internet Movie Database', 'value': '8.9/10'}]",Megumi Shiraishi,Ibe Riki and Riko Takeo are preparing for a wedding ceremony.,Your_Name.jpg
21 Jump Street,2012,"Action, Comedy, Crime","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '85%'}, {'source': 'Metacritic', 'value': '69/100'}]","Phil Lord, Christopher Miller",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,21_Jump_Street.jpg
22 Jump Street,2014,"Action, Comedy, Crime","[{'source': 'Internet Movie Database', 'value': '7.0/10'}, {'source': 'Rotten Tomatoes', 'value': '84%'}, {'source': 'Metacritic', 'value': '71/100'}]","Phil Lord, Christopher Miller","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.",22_Jump_Street.jpg
21 Grams,2003,"Crime, Drama, Thriller","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '80%'}, {'source': 'Metacritic', 'value': '70/100'}]",Alejandro G. Iñárritu,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",21_Grams.jpg
Sully,2016,"Biography, Drama","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '85%'}, {'source': 'Metacritic', 'value': '74/100'}]",Clint Eastwood,"When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.",Sully.jpg
Philadelphia,1993,Drama,"[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '81%'}, {'source': 'Metacritic', 'value': '66/100'}]",Jonathan Demme,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small-time lawyer as the only willing advocate for a wrongful dismissal suit.",Philadelphia.jpg
Phone Booth,2002,"Crime, Thriller","[{'source': 'Internet Movie Database', 'value': '7.1/10'}, {'source': 'Rotten Tomatoes', 'value': '72%'}, {'source': 'Metacritic', 'value': '56/100'}]",Joel Schumacher,"Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax.",Phone_Booth.jpg
Chocolat,2000,"Drama, Romance","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '63%'}, {'source': 'Metacritic', 'value': '64/100'}]",Lasse Hallström,"Single mother Vianne Rocher and her young daughter arrive in a rural French town in the winter of 1959, and open an unusual chocolate shop that disrupts the moral fiber of the strictly Catholic townsfolk and mayor.",Chocolat.jpg
Halloween 2,2009,Horror,"[{'source': 'Internet Movie Database', 'value': '5.0/10'}, {'source': 'Rotten Tomatoes', 'value': '25%'}]",Jake McDowell,Michael Myers returns to Haddonfield to resolve some unfinished family business and kills everyone in his path.,Halloween_2.jpg
Halloween H20: 20 Years Later,1998,"Horror, Thriller","[{'source': 'Internet Movie Database', 'value': '5.8/10'}, {'source': 'Rotten Tomatoes', 'value': '56%'}, {'source': 'Metacritic', 'value': '52/100'}]",Steve Miner,"Laurie Strode, now the dean of a Northern California private school with an assumed name, must battle the Shape one last time, as the life of her own son hangs in the balance.",Halloween_H20.jpg
Candyman,1992,"Horror, Thriller","[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '79%'}, {'source': 'Metacritic', 'value': '61/100'}]",Bernard Rose,"The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.",Candyman.jpg
Citizen Kane,1941,"Drama, Mystery","[{'source': 'Internet Movie Database', 'value': '8.3/10'}, {'source': 'Rotten Tomatoes', 'value': '99%'}, {'source': 'Metacritic', 'value': '100/100'}]",Orson Welles,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",Citizen_Kane.jpg
The Social Dilemma,2020,"Documentary, Drama","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '84%'}, {'source': 'Metacritic', 'value': '78/100'}]",Jeff Orlowski-Yang,Explores the dangerous human impact of social networking; tech experts sound the alarm on their own creations.,The_Social_Dilemma.jpg
Deep Impact,1998,"Action, Drama, Sci-Fi","[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '45%'}, {'source': 'Metacritic', 'value': '40/100'}]",Mimi Leder,"A comet is discovered to be on a collision course with Earth. As doomsday nears, the human race prepares for the worst.",Deep_Impact.jpg
Blade of the Immortal,2017,"Action, Drama, Fantasy","[{'source': 'Internet Movie Database', 'value': '6.7/10'}, {'source': 'Rotten Tomatoes', 'value': '87%'}, {'source': 'Metacritic', 'value': '72/100'}]",Takashi Miike,"Cursed with a life of immortality, a samurai is tasked by a young girl to help avenge the death of her father. Based on the manga series by Hiroaki Samura.",Blade_of_the_Immortal.jpg
The Boss Baby,2017,"Animation, Adventure, Comedy","[{'source': 'Internet Movie Database', 'value': '6.3/10'}, {'source': 'Rotten Tomatoes', 'value': '53%'}, {'source': 'Metacritic', 'value': '50/100'}]",Tom McGrath,"A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",The_Boss_Baby.jpg
Sicario,2015,"Action, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '92%'}, {'source': 'Metacritic', 'value': '82/100'}]",Denis Villeneuve,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Sicario.jpg
The Secret World of Arrietty,2010,"Animation, Adventure, Drama","[{'source': 'Internet Movie Database', 'value': '7.6/10'}, {'source': 'Rotten Tomatoes', 'value': '94%'}, {'source': 'Metacritic', 'value': '80/100'}]",Hiromasa Yonebayashi,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter Arrietty is discovered.",Arrietty.jpg
The Boy in the Striped Pajamas,2008,"Drama, War","[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '65%'}, {'source': 'Metacritic', 'value': '55/100'}]",Mark Herman,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",The_Boy_in_the_Striped_Pajamas.jpg
The Founder,2016,"Biography, Drama","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '80%'}, {'source': 'Metacritic', 'value': '66/100'}]",John Lee Hancock,"The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.",The_Founder.jpg
Phantom Thread,2017,"Drama, Romance","[{'source': 'Internet Movie Database', 'value': '7.4/10'}, {'source': 'Rotten Tomatoes', 'value': '91%'}, {'source': 'Metacritic', 'value': '90/100'}]",Paul Thomas Anderson,"Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover.",Phantom_Thread.jpg
Brooklyn,2015,"Drama, Romance","[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '88/100'}]",John Crowley,"An Irish immigrant lands in 1950s Brooklyn, where she quickly falls into a romance with a local. When her past catches up with her, however, she must choose between two countries and the lives that exist within.",Brooklyn.jpg
Billy Elliot,2000,"Drama, Music","[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '85%'}, {'source': 'Metacritic', 'value': '74/100'}]",Stephen Daldry,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,Billy_Elliot.jpg
The Road,2009,"Drama, Thriller","[{'source': 'Internet Movie Database', 'value': '7.2/10'}, {'source': 'Rotten Tomatoes', 'value': '74%'}, {'source': 'Metacritic', 'value': '64/100'}]",John Hillcoat,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.",The_Road.jpg
Changeling,2008,"Biography, Crime, Drama","[{'source': 'Internet Movie Database', 'value': '7.7/10'}, {'source': 'Rotten Tomatoes', 'value': '62%'}, {'source': 'Metacritic', 'value': '63/100'}]",Clint Eastwood,"After Christine's son goes missing, she reaches out to the LAPD to find him, but when they try to pass off an impostor as her son to quiet public protests, she refuses to accept him or give up hope.",Changeling.jpg
Spartacus,2010–2013,"Action, Adventure, Biography","[{'source': 'Internet Movie Database', 'value': '8.5/10'}]",N/A,"The life of Spartacus, the gladiator who led a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",Spartacus.jpg
La Dolce Vita,1960,"Comedy, Drama","[{'source': 'Internet Movie Database', 'value': '8.0/10'}, {'source': 'Rotten Tomatoes', 'value': '95%'}, {'source': 'Metacritic', 'value': '95/100'}]",Federico Fellini,A series of stories following a week in the life of a philandering tabloid journalist living in Rome.,La_Dolce_Vita.jpg
The Farewell,2019,"Comedy, Drama","[{'source': 'Internet Movie Database', 'value': '7.5/10'}, {'source': 'Rotten Tomatoes', 'value': '97%'}, {'source': 'Metacritic', 'value': '89/100'}]",Lulu Wang,"A Chinese family discovers their grandmother has only a short while left to live and decide to keep her in the dark, scheduling a wedding to gather before she dies.",The_Farewell.jpg
Doctor Zhivago,1965,"Drama, Romance, War","[{'source': 'Internet Movie Database', 'value': '7.9/10'}, {'source': 'Rotten Tomatoes', 'value': '82%'}, {'source': 'Metacritic', 'value': '69/100'}]",David Lean,"The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.",Doctor_Zhivago.jpg
